camp_name,address,category,director,operator,city,state,accredited-member,programs,zip_code,nogeo,latitude,longitude
Georgia Lions Camp,5626 Laura Walker Rd,"Independent, Not for Profit",Michael Williams,Georgia Lions Camp Inc (Operator),Waycross,GA,Accredited Member,1.0,31503-6488,"5626 Laura Walker Rd, Waycross, GA, 31503-6488, USA",31.1343042,-82.2144757
Camp Lee Mar,450 Route 590,"Independent, For Profit",Ari Segal,Camp Lee Mar (Operator),Lackawaxen,PA,Accredited Member,1.0,18435-9612,"450 Route 590, Lackawaxen, PA, 18435-9612, USA",41.4558652,-75.00156299999999
Cedar Crest Camp,7900 Cedar Crest Camp Rd,United Methodist,Russell Casteel,Cedar Crest Camp (UMCRM),Lyles,TN,Accredited Member,2.0,37098-1978,"7900 Cedar Crest Camp Rd, Lyles, TN, 37098-1978, USA",35.9122429,-87.26517
Emagination STEM Camps - CT,"University,  06824-","Independent, For Profit",,Castellicap1,Fairfield,CT,Accredited Member,1.0,06824,"University,  06824-, Fairfield, CT, 06824, USA",41.1699822,-73.2539642
Camp Cloud Rim,Road 224 at Guardsman Pass,Girl Scouts of the USA,Haley Peel,Girl Scouts - Utah,Park City,UT,Accredited Member,1.0,84060,"Road 224 at Guardsman Pass, Park City, UT, 84060, USA",40.6088182,-111.5297277
Camp Gravatt,1006 Camp Gravatt Rd,Episcopal,Scott McNeely,Gravatt Camp and Conference Center (ECCC),Aiken,SC,Accredited Member,1.0,29805-8730,"1006 Camp Gravatt Rd, Aiken, SC, 29805-8730, USA",33.7378654,-81.585815
Camp North Star of Maine,200 Verrill Rd,"Independent, For Profit",Steven and Brooke Bernstein,Camp North Star of Maine (Operator),Poland Spring,ME,Accredited Member,1.0,04274-5318,"200 Verrill Rd, Poland Spring, ME, 04274-5318, USA",44.0218193,-70.34111180000001
Camp Watitoh,"Center Lake,  01223-","Independent, For Profit",Britton and Drew Bitterman,"CampGroup, LLC (NYNJ)",Becket,MA,Accredited Member,1.0,01223,"Center Lake,  01223-, Becket, MA, 01223, USA",42.32026430000001,-73.111356
Camp Tel Yehudah,3149 State Route 97,"Jewish, Other",DAVID WEINSTEIN,Young Judaea (Operator),Barryville,NY,Accredited Member,1.0,12719,"3149 State Route 97, Barryville, NY, 12719, USA",41.4612689,-74.90114659999999
Camp Ojibwa,4040 Ojibwa Dr,"Independent, For Profit",Ross and Linsey Friedman,Camp Ojibwa (Operator),Eagle River,WI,Accredited Member,2.0,54521-8955,"4040 Ojibwa Dr, Eagle River, WI, 54521-8955, USA",45.8944021,-89.1990565
Camp Howard,11010 SE Camp Howard Rd,Roman Catholic,Peggy English,Catholic Youth Organization of Portland (Operator),Corbett,OR,Accredited Member,2.0,11010,"11010 SE Camp Howard Rd, Corbett, OR, 11010, USA",45.443209,-122.183345
Camp Quest Northwest Kirby,,Atheist/Humanist,,Camp Quest Northwest,Bow,WA,Accredited Member,1.0,,"nan, Bow, WA, nan, USA",48.5603051,-122.3980367
Camp O-AT-KA,593 RdSebago,"Independent, Not for Profit",Heather Plati,Camp O-AT-KA Inc. (Operator),Sebago ,ME,Accredited Member,1.0,04029-3604,"593 RdSebago, Sebago , ME, 04029-3604, USA",43.8917267,-70.67094349999999
Mingus Mountain Camp,8500 W Forest Service Rd 104A,United Methodist,,Desert Southwest Conference UMC (UMCRM),Prescott Valley,AZ,Accredited Member,1.0,86315-4102,"8500 W Forest Service Rd 104A, Prescott Valley, AZ, 86315-4102, USA",34.69951,-112.262246
Alkulana,Millboro,"Baptist, Independent",Beth Reddish Wright,Richmond Baptist Association,Millboro Springs,VA,Accredited Member,2.0,,"Millboro, Millboro Springs, VA, nan, USA",37.9959609,-79.6228234
Camp Moosilauke,55 Moosilauke Way,"Independent, For Profit",Bill & Sabina McMahon,Camp Moosilauke LLC,Orford,NH,Accredited Member,1.0,03777-4441,"55 Moosilauke Way, Orford, NH, 03777-4441, USA",43.90816,-71.98348600000001
YMCA Camp Twin Lakes,204 E Little Elm Trl,YMCA,,YMCA of Central Texas,Cedar Park,TX,Accredited Member,1.0,78613-3825,"204 E Little Elm Trl, Cedar Park, TX, 78613-3825, USA",30.4936981,-97.809637
YMCA Camp Onyahsa,5411 E Lake Rd,YMCA,Jon O'Brian,Jamestown NY YMCA,Dewittville,NY,Accredited Member,4.0,14728-9701,"5411 E Lake Rd, Dewittville, NY, 14728-9701, USA",42.2343354,-79.4416032
YWCamp@Mahwah,"200 Midvale Mountain Rd, NJ",YWCA,,YWCA Northern New Jersey,Mahwah,NY,Accredited Member,1.0,07430-2700,"200 Midvale Mountain Rd, NJ, Mahwah, NY, 07430-2700, USA",41.0617127,-74.23343059999999
YMCA Camp Burgess and Hayward,75 Stowe Rd,YMCA,Bruce Netherwood,South Shore YMCA Camps,Sandwich,MA,Accredited Member,4.0,02563-2502,"75 Stowe Rd, Sandwich, MA, 02563-2502, USA",41.6981832,-70.45405160000001
YMCA Camp Harrison,7901 S  Highway 18,YMCA,Dave Purcell,YMCA of Greater Charlotte,Boomer,NC,Accredited Member,1.0,28606-9127,"7901 S  Highway 18, Boomer, NC, 28606-9127, USA",36.0420108,-81.2978199
YMCA Camp Timbers,3269 Piper Lake Rd,YMCA,Brian Miller,Saginaw YMCA,West Branch,MI,Accredited Member,1.0,48661-9414,"3269 Piper Lake Rd, West Branch, MI, 48661-9414, USA",44.40339549999999,-84.2564561
Wesley Woods Camp and Retreat,10896 Nixon St,United Methodist,Chip Hutler,Iowa Conference United Methodist (UMCRM),Indianola,IA,Accredited Member,3.0,10896,"10896 Nixon St, Indianola, IA, 10896, USA",41.2868911,-93.5981426
Camps Kenwood and Evergreen,114 Eagle Pond Rd,"Independent, For Profit",Scott Brody,Camp Kenwood and Evergreen (Operator),Wilmot,NH,Accredited Member,1.0,03287-4420,"114 Eagle Pond Rd, Wilmot, NH, 03287-4420, USA",43.4565572,-71.8852445
Pleasant Ridge Camp and Retreat Center,4232 Highway 11,Parks and Recreation,Marty Daigle,Pleasant Ridge Camp and Retreat Center (Operator),Marietta,SC,Accredited Member,2.0,29661-9657,"4232 Highway 11, Marietta, SC, 29661-9657, USA",35.0845908,-82.47952169999999
Camp Trinity,618  Road Hwy 58 NPine Knoll Shores,Episcopal,Mary Beth Bradberry,Trinity Center Camp and Conference  (ECCC),Salter Path,NC,Accredited Member,1.0,28512,"618  Road Hwy 58 NPine Knoll Shores, Salter Path, NC, 28512, USA",34.6973838,-76.81326969999999
CHAMP Camp,5040 State Road 67 N,"Independent, Not for Profit",Jennifer Kobylarz,CHAMP Camp Board of Directors,Martinsville,IN,Accredited Member,1.0,46151,"5040 State Road 67 N, Martinsville, IN, 46151, USA",39.507473,-86.429039
Berkshire Hills Eisenberg Camp,,Jewish Community Center,Adam Weinstein,BHEC Inc,Copake,NY,Accredited Member,3.0,,"nan, Copake, NY, nan, USA",42.1034549,-73.5499249
Lazy W Ranch,Hot Spring Canyon Rd,United Methodist,Joshua Davis,California Pacific Conference (UMCRM),San Juan Capistrano,CA,Accredited Member,2.0,92675,"Hot Spring Canyon Rd, San Juan Capistrano, CA, 92675, USA",33.6015393,-117.510721
Camp Hopewell,24 County Road 231,,,The Presbytery of St Andrew (Campfire Collective),Oxford,MS,Accredited Member,2.0,38655-5810,"24 County Road 231, Oxford, MS, 38655-5810, USA",34.4003053,-89.41272889999999
Florida Sheriffs Caruth Camp,14770 SE Highway 19,"Independent, Not for Profit",Sean Kimble,Florida Sheriffs Youth Ranches,Inglis,FL,Accredited Member,1.0,14770,"14770 SE Highway 19, Inglis, FL, 14770, USA",29.63952219999999,-83.13979189999999
Fleur De Lis Camp,,"Independent, Not for Profit",Marijean Parry,Fleur de Lis Camp Inc,Fitzwilliam,NH,Accredited Member,2.0,,"nan, Fitzwilliam, NH, nan, USA",42.7806396,-72.14174899999999
Camp Easterseals UCP,900 Camp Easter Seals Rd,Easterseals,Camp Director,Easterseals UCP North Carolina and Virginia,New Castle,VA,Accredited Member,1.0,24127-6578,"900 Camp Easter Seals Rd, New Castle, VA, 24127-6578, USA",37.5439469,-80.0082958
Camp of the Rising Son,444 Lake Rd,Nondenominational Christian,Dwayne Doyle,French Camp Academy,French Camp,MS,Accredited Member,5.0,39745-8704,"444 Lake Rd, French Camp, MS, 39745-8704, USA",33.2806259,-89.40152870000001
Carroll County 4-H Camp,"300 John Owings Rd,  21157-",4-H Clubs,Amy Petkovsek (residential camp),University of MD Extension 4-H Youth Development,Westminster,MD,Accredited Member,1.0,21157,"300 John Owings Rd,  21157-, Westminster, MD, 21157, USA",39.6501135,-76.9926861
Gretna Glen Camp and Retreat Center,87 Old Mine Rd,United Methodist,Apryl Miller,Eastern PA United Methodist Church (UMCRM),Lebanon,PA,Accredited Member,3.0,17042-9238,"87 Old Mine Rd, Lebanon, PA, 17042-9238, USA",40.2632583,-76.4460764
Hermann Sons Life Camp,170 Hilltop Camp Road,"Independent, Not for Profit",Ian Brassett,Hermann Sons Life (Operator),Comfort,TX,Accredited Member,1.0,78013,"170 Hilltop Camp Road, Comfort, TX, 78013, USA",29.9311214,-98.92888429999999
Camp Alamisco,1771 Camp Alamisco Rd,Seventh-day Adventist,Todd Casey,Gulf States Conference Seventh Day Adventist (SDA),Dadeville,AL,Accredited Member,2.0,36853-5101,"1771 Camp Alamisco Rd, Dadeville, AL, 36853-5101, USA",32.7648976,-85.8781784
Camp Henry Kaufmann,,Girl Scouts of the USA,Kristen Glass,Girl Scouts - Greater New York,Holmes,NY,Accredited Member,2.0,,"nan, Holmes, NY, nan, USA",41.5234268,-73.646795
Camp Pinewood,300 Orrs Camp Rd,"Independent, For Profit","Ron, Jack, Kim & Chris Levine",Pinewood Operations LLC,Hendersonville,NC,Accredited Member,1.0,28792-2912,"300 Orrs Camp Rd, Hendersonville, NC, 28792-2912, USA",35.3349945,-82.4408799
Camp Pinewood,"300 Orrs Camp RdHendersonville, NC","Independent, For Profit","Ron, Jack, Kim & Chris Levine",Pinewood Operations LLC,Arkport,NY,,1.0,28792-2912,"300 Orrs Camp RdHendersonville, NC, Arkport, NY, 28792-2912, USA",35.7595731,-79.01929969999999
Camp Scatico,1558 Route 19,"Independent, For Profit",David Fleischner,Camp Scatico Inc,Elizaville,NY,Accredited Member,1.0,12523,"1558 Route 19, Elizaville, NY, 12523, USA",42.0497403,-73.7907261
Camp SMILE,11081 Wanda Dr,"Independent, Not for Profit",Matrisza Alvarez,United Cerebral Palsy of Mobile,Mobile,AL,Accredited Member,1.0,11081,"11081 Wanda Dr, Mobile, AL, 11081, USA",30.682965,-88.3033895
Camp Talooli,520 County Route 54,"Independent, Not for Profit",Kelly Peneston,Camp Talooli (Operator),Pennellville,NY,Accredited Member,3.0,13132-3231,"520 County Route 54, Pennellville, NY, 13132-3231, USA",43.2840042,-76.26300839999999
Camp Woodbrooke,30002 Shedivy Ln,"Independent, Not for Profit",Jill Tikkun,"Camp Woodbrooke, Inc.",Richland Center,WI,Accredited Member,1.0,30002,"30002 Shedivy Ln, Richland Center, WI, 30002, USA",43.261559,-90.39753499999999
Camp Mont Shenandoah,218 Mont Shenandoah Ln,"Independent, For Profit",Ann Warner,Camp Mont Shenandoah (Operator),Millboro,VA,Accredited Member,1.0,24460-2424,"218 Mont Shenandoah Ln, Millboro, VA, 24460-2424, USA",37.9865297,-79.6460173
Camp Timberlane For Boys,11400 Airport Rd,"Independent, For Profit",Leslie & Mike Cohen,Camp Timberlane,Woodruff,WI,Accredited Member,1.0,11400,"11400 Airport Rd, Woodruff, WI, 11400, USA",45.928978,-89.72062849999999
North Country Camps,395 Frontage Rd,"Independent, For Profit",Jen Livingston and Neil Coplan,"North Country Camps Foundation, Inc.",Keeseville,NY,Accredited Member,2.0,12944-2807,"395 Frontage Rd, Keeseville, NY, 12944-2807, USA",44.4572022,-73.4876297
West End House Camp,294 Road Between the Ponds,Boys & Girls Clubs of America,Ryan Wilensky,West End House Camp (Operator),Parsonsfield,ME,Accredited Member,1.0,04047-6307,"294 Road Between the Ponds, Parsonsfield, ME, 04047-6307, USA",43.7520087,-70.8552672
Camp Livingston,"Bennington, IN",Jewish Community Center,Abby Solomon,Camp Livingston (Operator),Cincinnati,OH,Accredited Member,1.0,,"Bennington, IN, Cincinnati, OH, nan, USA",39.2993763,-84.371396
Mar-Lu-Ridge,3200 Mar Lu Ridge Rd,"Lutheran, ELCA",Sarah Lefler,Mar-lu-Ridge Rd (Operator) (LOM),Jefferson,MD,Accredited Member,2.0,21755-7700,"3200 Mar Lu Ridge Rd, Jefferson, MD, 21755-7700, USA",39.3206214,-77.52970479999999
Wildwood Outdoor Education Center,7095 W 399th St,"Independent, Not for Profit",Robyn Ratcliff,Wildwood Outdoor Education Center (Operator),Lacygne,KS,Accredited Member,1.0,66040-4062,"7095 W 399th St, Lacygne, KS, 66040-4062, USA",38.3989356,-94.6686903
YMCA Camp Eberhart,10481 Camp Eberhart Rd,YMCA,Denise Peters,YMCA of  Greater Michiana,Three Rivers,MI,Accredited Member,1.0,10481,"10481 Camp Eberhart Rd, Three Rivers, MI, 10481, USA",41.9352719,-85.75632829999999
Mt Hood Kiwanis Camp,83500 E Kiwanis Camp RdGovernment Camp,"Independent, Not for Profit",Kayla Plessinger,Mt Hood Kiwanis Camp (Operator),Rhododendron,OR,Accredited Member,5.0,83500,"83500 E Kiwanis Camp RdGovernment Camp, Rhododendron, OR, 83500, USA",45.31223130000001,-121.8071795
Camp Sangamon,382 Camp Ln,"Independent, For Profit",Jed Byrom,Camp Sangamon For Boys Inc,Pittsford,VT,Accredited Member,1.0,05763-9455,"382 Camp Ln, Pittsford, VT, 05763-9455, USA",43.6942636,-72.969211
Melwood Recreation Center,9035 Ironsides Rd,"Independent, Not for Profit","Lulu Moeller, DNP",Melwood Recreation Center (Operator),Nanjemoy,MD,Accredited Member,3.0,20662-3432,"9035 Ironsides Rd, Nanjemoy, MD, 20662-3432, USA",38.465946,-77.168497
Camp Cedarbrook in the Adirondacks,59 Davignon Rd,Nondenominational Christian,Amy Culhane,Cedarbrook in the Adirondacks (Cedarbrook),Corinth,NY,Accredited Member,4.0,12822-2923,"59 Davignon Rd, Corinth, NY, 12822-2923, USA",43.2655115,-73.96428519999999
Camp Marcella,27 Durham Rd,"Independent, Not for Profit","Krystyn Gallant, Daniel Gallant  & Jessica Cohen","New Jersey Camp for Blind Children, Inc",Rockaway,NJ,Accredited Member,2.0,07866-4601,"27 Durham Rd, Rockaway, NJ, 07866-4601, USA",40.9876065,-74.4516143
"Lake Chautauqua Lutheran Center, Inc",5013 Route 430,"Lutheran, ELCA",Lee M. Lindeman,"Lake Chautauqua Lutheran Center, Inc (Operator) (LOM)",Bemus Point,NY,Accredited Member,3.0,14712-9732,"5013 Route 430, Bemus Point, NY, 14712-9732, USA",42.2121174,-79.4273443
Swift Nature Camp,W7471 Ernie Swift Rd,"Independent, For Profit",Lonnie & Jeff,Swift Nature Camp (Operator),Minong,WI,Accredited Member,5.0,54859-9474,"W7471 Ernie Swift Rd, Minong, WI, 54859-9474, USA",46.1567231,-91.92144739999999
Camp Laurel Foundation Summer Camp Programs,75 S Grand Ave,"Independent, Not for Profit",Margot Anderson,The Laurel Foundation,Pasadena,CA,Accredited Member,2.0,91105-1602,"75 S Grand Ave, Pasadena, CA, 91105-1602, USA",34.144373,-118.1621971
Songadeewin of Keewaydin,500 Rustic Ln,"Independent, Not for Profit",Lauren McDowell,The Keewaydin Foundation,Salisbury,VT,Accredited Member,2.0,05769-9436,"500 Rustic Ln, Salisbury, VT, 05769-9436, USA",43.9167528,-73.0822969
Indian Acres Camp for Boys,1712 Main St,"Independent, For Profit",Lisa and Geoff Newman,Forest/Indian Acres,Fryeburg,ME,Accredited Member,2.0,04037-4327,"1712 Main St, Fryeburg, ME, 04037-4327, USA",44.0505473,-70.95949850000001
Camp Kingswood,104 Wildwood Rd,Jewish Community Center,Leslie Zide,Camp Kingswood (Operator),Bridgton,ME,Accredited Member,3.0,04009-3710,"104 Wildwood Rd, Bridgton, ME, 04009-3710, USA",44.0295739,-70.72266880000001
Camp Kingswood,"104 Wildwood RdBridgton, ME",Jewish Community Center,Leslie Zide,Camp Kingswood (Operator),Minnetrista,MN,,1.0,04009-3710,"104 Wildwood RdBridgton, ME, Minnetrista, MN, 04009-3710, USA",45.253783,-69.4454689
Florida Diabetes Camp,PO Box 14136Gainesville,"Independent, Not for Profit",Prescott Cowles,Florida Camp for Children and Youth with Diabetes,Brandon,FL,Accredited Member,6.0,14136,"PO Box 14136Gainesville, Brandon, FL, 14136, USA",27.937801,-82.2859247
Wisconsin Lions Camp,3834 County Road A,"Independent, Not for Profit",Andrea Yenter,Wisconsin Lions Foundation Inc,Rosholt,WI,Accredited Member,4.0,54473-8826,"3834 County Road A, Rosholt, WI, 54473-8826, USA",44.6422341,-89.28954010000001
Kingsley Pines Camp,51 Coughlan Cove Rd,"Independent, For Profit",Alan Kissack,Kingsley Pines Camp (Operator),Raymond,ME,Accredited Member,1.0,04071-6274,"51 Coughlan Cove Rd, Raymond, ME, 04071-6274, USA",43.9410614,-70.4769127
Camp Washington,190 Kenyon Rd,Episcopal,,Episcopal Diocese Connecticut (ECCC),Lakeside,CT,Accredited Member,6.0,06758-1601,"190 Kenyon Rd, Lakeside, CT, 06758-1601, USA",41.67105979999999,-73.25151799999999
Camp Hobe',Tooele,"Independent, Not for Profit",Christina Beckwith,Camp Hobe' Inc.,Salt Lake City,UT,Accredited Member,2.0,,"Tooele, Salt Lake City, UT, nan, USA",40.53077760000001,-112.29828
Camp War Eagle,14323 Camp War Eagle Rd,"Independent, Not for Profit",Peter Day,Camp Ozark (Operator),Rogers,AR,Accredited Member,1.0,14323,"14323 Camp War Eagle Rd, Rogers, AR, 14323, USA",36.2126712,-93.97887399999999
4-H Camp Cloverleaf,126 Cloverleaf Rd,4-H Clubs,Bill Tillett,University of FL 4-H Foundation,Lake Placid,FL,Accredited Member,2.0,33852-8960,"126 Cloverleaf Rd, Lake Placid, FL, 33852-8960, USA",27.3324472,-81.4014019
Camp Akiba,300 Camp Akiba RdStroudsburg,,,Camp Pocono Trails (Operator),Reeders,PA,Accredited Member,1.0,18360-8008,"300 Camp Akiba RdStroudsburg, Reeders, PA, 18360-8008, USA",40.9858617,-75.3709573
Camp Champions,775 Camp Rd,"Independent, For Profit",Steve and Susie Baskin,Camp Champions (Operator),Marble Falls,TX,Accredited Member,1.0,78654-8251,"775 Camp Rd, Marble Falls, TX, 78654-8251, USA",30.6085091,-98.4013456
Camp Hendon at Loucon,8044 Anneta Rd,"Independent, Not for Profit",Lori O'Bryant,"Kentucky Diabetes Camps for Children, Inc.",Leitchfield,KY,Accredited Member,2.0,42754-7825,"8044 Anneta Rd, Leitchfield, KY, 42754-7825, USA",37.3912487,-86.2425497
Camp Tawonga,,"Jewish, Other",Aaron Mandel,Tawonga Jewish Community Corp.,Groveland,CA,Accredited Member,1.0,,"nan, Groveland, CA, nan, USA",37.8388779,-120.2308167
Skye Farm,1884 E Schroon River Rd,United Methodist,Robyn Vernon,Upper NY Annual Conference UMC (UMCRM),Warrensburg,NY,Accredited Member,1.0,12885-5018,"1884 E Schroon River Rd, Warrensburg, NY, 12885-5018, USA",43.6064829,-73.7271578
Camp ASCCA,5278 Camp Ascca Dr,Easterseals,Matt Rickman,ASCCA (Operator),Jacksons Gap,AL,Accredited Member,1.0,36861-4377,"5278 Camp Ascca Dr, Jacksons Gap, AL, 36861-4377, USA",32.9257565,-85.8498132
Camp Hamwi,18744 Turkey Ridge Rd,"Independent, Not for Profit",Anthony Myer,Central Ohio Diabetes Association,Danville,OH,Accredited Member,4.0,18744,"18744 Turkey Ridge Rd, Danville, OH, 18744, USA",40.4947283,-82.2010569
Camp Wise,13164 Taylor Wells Rd,Jewish Community Center,Rachel Felber,JCC of Cleveland (Operator) (JCCA),Chardon,OH,Accredited Member,1.0,13164,"13164 Taylor Wells Rd, Chardon, OH, 13164, USA",41.51049130000001,-81.15787569999999
Colorado Lions Camp,28541 State Highway 67,,,Colorado Lions Camp (Operator),Woodland Park,CO,Accredited Member,1.0,28541,"28541 State Highway 67, Woodland Park, CO, 28541, USA",39.0525627,-105.0942367
URJ Camp Harlam,575 Smith Rd,"Jewish, Reform",Aaron Selkow,URJ Camp Harlam (Operator),Kunkletown,PA,Accredited Member,1.0,18058-7954,"575 Smith Rd, Kunkletown, PA, 18058-7954, USA",40.9342482,-75.5301446
YMCA Camp Cherokee,1299 Camp Cherokee Rd,YMCA,Will Gilmore,YMCA of Upper Palmetto,Blacksburg,SC,Accredited Member,1.0,29702-7384,"1299 Camp Cherokee Rd, Blacksburg, SC, 29702-7384, USA",35.1285952,-81.33700879999999
Camp Cayuga,321 Niles Pond Rd,"Independent, For Profit",Brian Buynak,Camp Cayuga (Operator),Honesdale,PA,Accredited Member,1.0,18431-4236,"321 Niles Pond Rd, Honesdale, PA, 18431-4236, USA",41.6670684,-75.277795
Misty Meadows Ranch,4416 N Frazier St,Girl Scouts of the USA,,Girl Scouts - San Jacinto Council,Conroe,TX,Accredited Member,1.0,77303-1441,"4416 N Frazier St, Conroe, TX, 77303-1441, USA",30.3703522,-95.478231
Camp Walden,"93 Camp Walden RdDenmark, ME","Independent, For Profit",Kathy Jonas,Camp Walden (Operator),Cheboygan,MI,Accredited Member,7.0,04022-5702,"93 Camp Walden RdDenmark, ME, Cheboygan, MI, 04022-5702, USA",43.962475,-70.772497
Camp Walden,93 Camp Walden Rd,"Independent, For Profit",Kathy Jonas,Camp Walden (Operator),Denmark,ME,Accredited Member,1.0,04022-5702,"93 Camp Walden Rd, Denmark, ME, 04022-5702, USA",43.962475,-70.772497
Camp Walden,"93 Camp Walden RdDenmark, ME","Independent, For Profit",Kathy Jonas,Camp Walden (Operator),Diamond Point,NY,Accredited Member,1.0,04022-5702,"93 Camp Walden RdDenmark, ME, Diamond Point, NY, 04022-5702, USA",43.4792356,-73.68706209999999
Moshava,245 Navajo Rd,"Jewish, Orthodox",Alan Silverman,Camp Moshava,Honesdale,PA,Accredited Member,1.0,18431-3127,"245 Navajo Rd, Honesdale, PA, 18431-3127, USA",41.5742665,-75.2078836
Raintree Ranch YMCA,4761 Pine Hills Dr,YMCA,Shawn Coner,YMCA of San Diego County,Julian,CA,Accredited Member,3.0,92036,"4761 Pine Hills Dr, Julian, CA, 92036, USA",33.04322620000001,-116.6213522
